stn,region_name,sea,year,period,date,lat,lon,플라스틱류_N,종이_N,스티로폼_N,목재_N,금속_N,천연 섬유_N,유리_N,고무_N,의료 및 개인위생_N,흡연_불꽃놀이_N,외국기인_N,기타_혼합재질_N,계_N,플라스틱류_KG,종이_KG,스티로폼_KG,목재_KG,금속_KG,천연 섬유_KG,유리_KG,고무_KG,의료 및 개인위생_KG,흡연_불꽃놀이_KG,외국기인_KG,기타_혼합재질_KG,계_KG,플라스틱류_N,종이_N,스티로폼_N,목재_N,금속_N,천연 섬유_N,유리_N,고무_N,의료 및 개인위생_N,흡연_불꽃놀이_N,외국기인_N,기타_혼합재질_N,계_N,플라스틱류_KG,종이_KG,스티로폼_KG,목재_KG,금속_KG,천연 섬유_KG,유리_KG,고무_KG,의료 및 개인위생_KG,흡연_불꽃놀이_KG,외국기인_KG,기타_혼합재질_KG,계_KG
S02A,안산 말부흥,서해,2008,5,08-May,37.20884,126.61472,140,2,179,67,7,12,75,1,3,8,1,1,485,3.7,1.01,2.1,7.7,1.4,1.5,5.4,1,1.01,1.01,1,1,16.83,2.15,0.3,2.25,1.83,0.85,1.08,1.88,0,0.48,0.9,0,0,2.69,0.57,0,0.32,0.89,0.15,0.18,0.73,0,0,0,0,0,1.23
S02A,안산 말부흥,서해,2008,6,08-Jun,37.20884,126.61472,85,3,68,12,1,1,46,1,2,1,1,19,229,5,1.01,1.1,3,1,1,1.01,1,1.01,1,1,1.1,7.23,1.93,0.48,1.83,1.08,0,0,1.66,0,0.3,0,0,1.28,2.36,0.7,0,0.04,0.48,0,0,0,0,0,0,0,0.04,0.86
S02A,안산 말부흥,서해,2009,1,09-Jan,37.20884,126.61472,43,3,18,16,2,4,57,2,1,1,1,1,138,1.9,1,1.2,26.4,1,1.1,1.5,1,1,1,1,1,28.1,1.63,0.48,1.26,1.2,0.3,0.6,1.76,0.3,0,0,0,0,2.14,0.28,0,0.08,1.42,0,0.04,0.18,0,0,0,0,0,1.45
S02A,안산 말부흥,서해,2009,2,09-Feb,37.20884,126.61472,93,8,33,15,3,10,47,1,1,5,1,2,208,9,1,3.4,6,1,1,2,1,1,1,1,1,17.4,1.97,0.9,1.52,1.18,0.48,1,1.67,0,0,0.7,0,0.3,2.32,0.95,0,0.53,0.78,0,0,0.3,0,0,0,0,0,1.24
S02A,안산 말부흥,서해,2009,3,09-Mar,37.20884,126.61472,104,1,41,2,1,11,79,1,2,6,1,1,239,2.3,1,3.1,4.2,1,1.6,1.6,1,1,1,1,1,8.8,2.02,0,1.61,0.3,0,1.04,1.9,0,0.3,0.78,0,0,2.38,0.36,0,0.49,0.62,0,0.2,0.2,0,0,0,0,0,0.94
S02A,안산 말부흥,서해,2009,4,09-Apr,37.20884,126.61472,62,1,27,9,1,7,52,4,1,5,3,4,165,3.2,1,4,6,1,1.1,2.5,1.2,1,1,1,1.1,13.1,1.79,0,1.43,0.95,0,0.85,1.72,0.6,0,0.7,0.48,0.6,2.22,0.51,0,0.6,0.78,0,0.04,0.4,0.08,0,0,0,0.04,1.12
S02A,안산 말부흥,서해,2009,5,09-May,37.20884,126.61472,171,8,175,19,3,1,117,2,1,1,1,2,490,5.5,1,1.5,2,1,1,4.8,1,1,1,1,1,10.8,2.23,0.9,2.24,1.28,0.48,0,2.07,0.3,0,0,0,0.3,2.69,0.74,0,0.18,0.3,0,0,0.68,0,0,0,0,0,1.03
S02A,안산 말부흥,서해,2009,6,09-Jun,37.20884,126.61472,277,12,226,33,8,7,85,3,3,7,1,2,653,36.2,1,2.1,15.8,1,1.5,4,1,1,1,1,1,55.6,2.44,1.08,2.35,1.52,0.9,0.85,1.93,0.48,0.48,0.85,0,0.3,2.81,1.56,0,0.32,1.2,0,0.18,0.6,0,0,0,0,0,1.75
S02A,안산 말부흥,서해,2010,1,10-Jan,37.20884,126.61472,54,5,5,3,4,3,58,1,1,2,1,3,129,3.6,1.001,1.1,2,1.2,1.02,2.4,1,1,1.01,1,1.2,6.531,1.73,0.7,0.7,0.48,0.6,0.48,1.76,0,0,0.3,0,0.48,2.11,0.56,0,0.04,0.3,0.08,0.01,0.38,0,0,0,0,0.08,0.81
S02A,안산 말부흥,서해,2010,2,10-Feb,37.20884,126.61472,39,4,5,5,3,1,8,1,1,2,1,4,63,2.5,1.4,1.1,4.5,1.2,1,1.8,1,1,1.1,1,1.3,7.9,1.59,0.6,0.7,0.7,0.48,0,0.9,0,0,0.3,0,0.6,1.8,0.4,0.15,0.04,0.65,0.08,0,0.26,0,0,0.04,0,0.11,0.9
S02A,안산 말부흥,서해,2010,3,10-Mar,37.20884,126.61472,257,7,93,28,4,4,23,2,1,11,2,1,422,9.5,1.1,1.7,12,1.3,1.5,1.4,1.4,1,1.3,1.05,1,23.25,2.41,0.85,1.97,1.45,0.6,0.6,1.36,0.3,0,1.04,0.3,0,2.63,0.98,0.04,0.23,1.08,0.11,0.18,0.15,0.15,0,0.11,0.02,0,1.37
S02A,안산 말부흥,서해,2010,4,10-Apr,37.20884,126.61472,193,9,131,23,7,6,22,1,4,5,1,3,394,11.3,1.2,2.8,18,1.9,1.3,2.8,1,1.2,1.2,1,1.5,34.2,2.29,0.95,2.12,1.36,0.85,0.78,1.34,0,0.6,0.7,0,0.48,2.6,1.05,0.08,0.45,1.26,0.28,0.11,0.45,0,0.08,0.08,0,0.18,1.53
S02A,안산 말부흥,서해,2010,5,10-May,37.20884,126.61472,275,3,257,29,12,14,70,2,2,10,3,5,671,12.7,1.01,2.6,18.5,1.5,5.9,2.4,1.1,1.1,1.5,1.1,5.2,43.61,2.44,0.48,2.41,1.46,1.08,1.15,1.85,0.3,0.3,1,0.48,0.7,2.83,1.1,0,0.41,1.27,0.18,0.77,0.38,0.04,0.04,0.18,0.04,0.72,1.64
S02A,안산 말부흥,서해,2010,6,10-Jun,37.20884,126.61472,174,3,31,11,2,3,24,4,2,1,1,4,249,7.5,1.05,3.6,7.7,1.2,1.2,2.2,1.5,1.1,1,1,2.8,20.85,2.24,0.48,1.49,1.04,0.3,0.48,1.38,0.6,0.3,0,0,0.6,2.4,0.88,0.02,0.56,0.89,0.08,0.08,0.34,0.18,0.04,0,0,0.45,1.32
S02A,안산 말부흥,서해,2011,1,11-Jan,37.20884,126.61472,43,1,22,16,3,1,28,2,1,3,1,2,112,5.5,1,2.4,6,1.5,1,1.5,1.2,1,1.1,1,1.1,13.3,1.63,0,1.34,1.2,0.48,0,1.45,0.3,0,0.48,0,0.3,2.05,0.74,0,0.38,0.78,0.18,0,0.18,0.08,0,0.04,0,0.04,1.12
S02A,안산 말부흥,서해,2011,2,11-Feb,37.20884,126.61472,34,3,33,5,1,1,30,1,2,1,1,1,102,1.6,1.05,1.01,1.8,1,1,1.4,1,1.01,1,1,1,2.87,1.53,0.48,1.52,0.7,0,0,1.48,0,0.3,0,0,0,2.01,0.2,0.02,0,0.26,0,0,0.15,0,0,0,0,0,0.46
S02A,안산 말부흥,서해,2011,3,11-Mar,37.20884,126.61472,302,6,114,17,8,6,36,9,1,8,5,1,502,14.8,1.1,5.7,10.3,1.5,1.5,2.5,1.8,1,1.1,1.1,1,32.4,2.48,0.78,2.06,1.23,0.9,0.78,1.56,0.95,0,0.9,0.7,0,2.7,1.17,0.04,0.76,1.01,0.18,0.18,0.4,0.26,0,0.04,0.04,0,1.51
S02A,안산 말부흥,서해,2011,4,11-Apr,37.20884,126.61472,100,3,116,4,5,7,36,1,2,3,1,2,269,10.4,1.1,3.5,3.4,4.5,1.6,4.8,1,1.3,1.1,1,4,26.7,2,0.48,2.06,0.6,0.7,0.85,1.56,0,0.3,0.48,0,0.3,2.43,1.02,0.04,0.54,0.53,0.65,0.2,0.68,0,0.11,0.04,0,0.6,1.43
S02A,안산 말부흥,서해,2011,5,11-May,37.20884,126.61472,198,4,152,16,5,7,36,1,5,3,1,1,418,21.31,1.1,8.8,8.1,1.5,2,1.82,1,1.8,1.1,1,1,39.53,2.3,0.6,2.18,1.2,0.7,0.85,1.56,0,0.7,0.48,0,0,2.62,1.33,0.04,0.94,0.91,0.18,0.3,0.26,0,0.26,0.04,0,0,1.6
S02A,안산 말부흥,서해,2011,6,11-Jun,37.20884,126.61472,127,10,111,4,2,7,13,3,1,5,2,3,277,4.4,1.1,1.3,5,1.1,2,2.6,1.5,1,1.1,1.1,1.7,12.9,2.1,1,2.05,0.6,0.3,0.85,1.11,0.48,0,0.7,0.3,0.48,2.44,0.64,0.04,0.11,0.7,0.04,0.3,0.41,0.18,0,0.04,0.04,0.23,1.11
S02A,안산 말부흥,서해,2012,1,12-Jan,37.20884,126.61472,21,2,28,4,1,3,8,2,2,1,1,2,64,2,1.1,1.3,1.1,1,1.3,1.2,1.1,1.1,1,1,1.1,3.3,1.32,0.3,1.45,0.6,0,0.48,0.9,0.3,0.3,0,0,0.3,1.81,0.3,0.04,0.11,0.04,0,0.11,0.08,0.04,0.04,0,0,0.04,0.52
S02A,안산 말부흥,서해,2012,2,12-Feb,37.20884,126.61472,37,2,191,3,2,2,33,1,1,4,1,1,267,2.2,1.01,1.2,1.2,1.02,1.05,3.1,1,1,1.01,1,1,4.79,1.57,0.3,2.28,0.48,0.3,0.3,1.52,0,0,0.6,0,0,2.43,0.34,0,0.08,0.08,0.01,0.02,0.49,0,0,0,0,0,0.68
S02A,안산 말부흥,서해,2012,3,12-Mar,37.20884,126.61472,129,8,314,4,6,3,15,4,1,11,1,5,490,7.5,1.2,3.39,5.1,1.1,1.2,1.3,1.2,1,1.1,1,1.2,15.29,2.11,0.9,2.5,0.6,0.78,0.48,1.18,0.6,0,1.04,0,0.7,2.69,0.88,0.08,0.53,0.71,0.04,0.08,0.11,0.08,0,0.04,0,0.08,1.18
S02A,안산 말부흥,서해,2012,4,12-Apr,37.20884,126.61472,68,2,167,6,3,7,23,1,1,1,1,1,270,5.6,1.01,1.9,2.4,1.1,1.7,2.3,1,1,1,1,1,10.01,1.83,0.3,2.22,0.78,0.48,0.85,1.36,0,0,0,0,0,2.43,0.75,0,0.28,0.38,0.04,0.23,0.36,0,0,0,0,0,1
S02A,안산 말부흥,서해,2012,5,12-May,37.20884,126.61472,146,4,187,5,8,5,17,5,5,3,1,1,376,11.4,1.4,3.4,3,2,1.4,2.3,1.4,1.8,1.05,1,1,20.15,2.16,0.6,2.27,0.7,0.9,0.7,1.23,0.7,0.7,0.48,0,0,2.58,1.06,0.15,0.53,0.48,0.3,0.15,0.36,0.15,0.26,0.02,0,0,1.3
S02A,안산 말부흥,서해,2012,6,12-Jun,37.20884,126.61472,215,1,55,16,3,5,25,2,1,2,1,3,318,7.2,1,1.95,5.1,1.1,1.9,3.1,1.1,1,1.1,1,1.4,15.95,2.33,0,1.74,1.2,0.48,0.7,1.4,0.3,0,0.3,0,0.48,2.5,0.86,0,0.29,0.71,0.04,0.28,0.49,0.04,0,0.04,0,0.15,1.2
S02A,안산 말부흥,서해,2013,1,13-Jan,37.20884,126.61472,49,5,43,4,3,2,21,2,1,3,1,1,124,3.3,1.2,1.6,2.6,1.1,1.1,2.1,1.01,1,1.01,1,1,7.02,1.69,0.7,1.63,0.6,0.48,0.3,1.32,0.3,0,0.48,0,0,2.09,0.52,0.08,0.2,0.41,0.04,0.04,0.32,0,0,0,0,0,0.85
S02A,안산 말부흥,서해,2013,2,13-Feb,37.20884,126.61472,134,3,167,11,3,1,27,1,1,6,1,4,348,3.4,1.1,2.9,2.2,1.1,1,2.9,1,1,1.1,1,1.1,8.8,2.13,0.48,2.22,1.04,0.48,0,1.43,0,0,0.78,0,0.6,2.54,0.53,0.04,0.46,0.34,0.04,0,0.46,0,0,0.04,0,0.04,0.94
S02A,안산 말부흥,서해,2013,3,13-Mar,37.20884,126.61472,226,9,116,7,5,6,12,5,3,6,1,5,390,7.4,1.1,4.2,2.3,1.7,1.5,1.4,1.4,1.2,1.1,1,1.4,14.7,2.35,0.95,2.06,0.85,0.7,0.78,1.08,0.7,0.48,0.78,0,0.7,2.59,0.87,0.04,0.62,0.36,0.23,0.18,0.15,0.15,0.08,0.04,0,0.15,1.17
S02A,안산 말부흥,서해,2013,4,13-Apr,37.20884,126.61472,74,3,154,5,3,6,23,3,1,1,1,1,264,5.7,1.1,2.2,2.4,1.1,1.5,1.2,1.1,1,1,1,1,9.3,1.87,0.48,2.19,0.7,0.48,0.78,1.36,0.48,0,0,0,0,2.42,0.76,0.04,0.34,0.38,0.04,0.18,0.08,0.04,0,0,0,0,0.97
S02A,안산 말부흥,서해,2013,5,13-May,37.20884,126.61472,21,1,18,1,19,3,211,1,2,1,2,1,270,2.2,1,1.12,1,4.1,1.5,5.6,1,1.01,1,1.5,1,11.03,1.32,0,1.26,0,1.28,0.48,2.32,0,0.3,0,0.3,0,2.43,0.34,0,0.05,0,0.61,0.18,0.75,0,0,0,0.18,0,1.04
S02A,안산 말부흥,서해,2013,6,13-Jun,37.20884,126.61472,171,3,21,1,4,1,23,1,1,1,2,1,219,4.4,1.1,1.5,1,1.5,1,1.4,1,1,1,1.1,1,6,2.23,0.48,1.32,0,0.6,0,1.36,0,0,0,0.3,0,2.34,0.64,0.04,0.18,0,0.18,0,0.15,0,0,0,0.04,0,0.78
S02A,안산 말부흥,서해,2014,1,14-Jan,37.20884,126.61472,34,3,19,2,3,3,19,2,1,1,1,1,78,2.9,1.1,1.2,2,1.1,1.1,2.2,1.1,1,1,1,1,5.7,1.53,0.48,1.28,0.3,0.48,0.48,1.28,0.3,0,0,0,0,1.89,0.46,0.04,0.08,0.3,0.04,0.04,0.34,0.04,0,0,0,0,0.76
S02A,안산 말부흥,서해,2014,2,14-Feb,37.20884,126.61472,33,1,14,1,10,7,230,1,1,1,1,4,293,2.61,1,1.008,1,1.78,1.18,3.69,1,1,1,1,1.3,6.568,1.52,0,1.15,0,1,0.85,2.36,0,0,0,0,0.6,2.47,0.42,0,0,0,0.25,0.07,0.57,0,0,0,0,0.11,0.82
S02A,안산 말부흥,서해,2014,3,14-Mar,37.20884,126.61472,12,1,29,1,1,1,18,1,1,1,1,1,57,3.1,1,2.8,1,1,1,1.21,1,1,1,1,1,5.11,1.08,0,1.46,0,0,0,1.26,0,0,0,0,0,1.76,0.49,0,0.45,0,0,0,0.08,0,0,0,0,0,0.71
S02A,안산 말부흥,서해,2014,4,14-Apr,37.20884,126.61472,15,1,1,2,1,1,44,1,1,2,1,1,60,1.31,1,1,1.001,1,1,1.98,1,1,1.014,1,1,2.305,1.18,0,0,0.3,0,0,1.64,0,0,0.3,0,0,1.78,0.12,0,0,0,0,0,0.3,0,0,0.01,0,0,0.36
S02A,안산 말부흥,서해,2014,5,14-May,37.20884,126.61472,23,1,1,3,7,4,157,2,1,1,1,6,196,2.2,1,1,1.001,4.8,1.4,3.8,1.8,1,1,1,1.2,10.201,1.36,0,0,0.48,0.85,0.6,2.2,0.3,0,0,0,0.78,2.29,0.34,0,0,0,0.68,0.15,0.58,0.26,0,0,0,0.08,1.01
S02A,안산 말부흥,서해,2014,6,14-Jun,37.20884,126.61472,9,1,2,1,5,3,9,2,1,2,1,2,27,3,1,1.02,1,7.6,1.45,2,1.42,1,1.004,1,1.15,11.644,0.95,0,0.3,0,0.7,0.48,0.95,0.3,0,0.3,0,0.3,1.43,0.48,0,0.01,0,0.88,0.16,0.3,0.15,0,0,0,0.06,1.07
S02A,안산 말부흥,서해,2015,1,15-Jan,37.20884,126.61472,16,3,1,2,2,3,9,1,1,1,1,1,30,1.95,1.02,1,1.4,1.08,1.2,1.5,1,1,1,1,1,3.15,1.2,0.48,0,0.3,0.3,0.48,0.95,0,0,0,0,0,1.48,0.29,0.01,0,0.15,0.03,0.08,0.18,0,0,0,0,0,0.5
S02A,안산 말부흥,서해,2015,2,15-Feb,37.20884,126.61472,39,2,13,2,7,7,179,3,1,1,1,3,247,1.65,1.05,1.15,1.4,5,2,2.8,1.3,1,1,1,1.1,9.45,1.59,0.3,1.11,0.3,0.85,0.85,2.25,0.48,0,0,0,0.48,2.39,0.22,0.02,0.06,0.15,0.7,0.3,0.45,0.11,0,0,0,0.04,0.98
S02A,안산 말부흥,서해,2015,3,15-Mar,37.20884,126.61472,34,1,29,3,8,2,38,1,1,3,2,2,113,4.8,1,1.15,1,2.4,3.4,1.62,1,1,1,1.01,1.01,9.39,1.53,0,1.46,0.48,0.9,0.3,1.58,0,0,0.48,0.3,0.3,2.05,0.68,0,0.06,0,0.38,0.53,0.21,0,0,0,0,0,0.97
S02A,안산 말부흥,서해,2015,4,15-Apr,37.20884,126.61472,12,2,3,4,3,1,11,1,1,1,1,1,30,5,1.2,1.01,16,1.2,1,1.01,1,1,1,1,1,20.42,1.08,0.3,0.48,0.6,0.48,0,1.04,0,0,0,0,0,1.48,0.7,0.08,0,1.2,0.08,0,0,0,0,0,0,0,1.31
S02A,안산 말부흥,서해,2015,5,15-May,37.20884,126.61472,16,1,1,1,2,2,14,2,1,2,1,1,33,1.45,1,1,1,1.12,1.1,1.14,1.15,1,1.002,1,1,1.962,1.2,0,0,0,0.3,0.3,1.15,0.3,0,0.3,0,0,1.52,0.16,0,0,0,0.05,0.04,0.06,0.06,0,0,0,0,0.29
S02A,안산 말부흥,서해,2015,6,15-Jun,37.20884,126.61472,9,1,4,1,2,2,19,1,1,1,1,1,32,1.2,1,1.01,1,1.2,1.01,1.45,1,1,1,1,1,1.87,0.95,0,0.6,0,0.3,0.3,1.28,0,0,0,0,0,1.51,0.08,0,0,0,0.08,0,0.16,0,0,0,0,0,0.27
S02A,안산 말부흥,서해,2016,1,16-Jan,37.20884,126.61472,10,1,1,1,4,1,22,1,1,1,1,6,39,1.2,1,1,1,1.1,1,1.7,1,1,1,1,1.2,2.2,1,0,0,0,0.6,0,1.34,0,0,0,0,0.78,1.59,0.08,0,0,0,0.04,0,0.23,0,0,0,0,0.08,0.34
S02A,안산 말부흥,서해,2016,2,16-Feb,37.20884,126.61472,8,2,5,1,3,1,14,1,1,1,2,1,29,1.2,1.05,2.2,1,2.4,1,1.85,1,1,1,1.2,1,4.9,0.9,0.3,0.7,0,0.48,0,1.15,0,0,0,0.3,0,1.46,0.08,0.02,0.34,0,0.38,0,0.27,0,0,0,0.08,0,0.69
S02A,안산 말부흥,서해,2016,3,16-Mar,37.20884,126.61472,11,2,5,1,7,1,19,1,1,1,1,2,41,1.8,1.02,1.9,1,3.3,1,1.6,1,1,1,1,2.2,6.82,1.04,0.3,0.7,0,0.85,0,1.28,0,0,0,0,0.3,1.61,0.26,0.01,0.28,0,0.52,0,0.2,0,0,0,0,0.34,0.83
S02A,안산 말부흥,서해,2016,4,16-Apr,37.20884,126.61472,7,1,3,1,5,3,35,1,1,1,1,2,50,1.2,1,1.3,1,1.8,1.8,1.5,1,1,1,1,9.4,12,0.85,0,0.48,0,0.7,0.48,1.54,0,0,0,0,0.3,1.7,0.08,0,0.11,0,0.26,0.26,0.18,0,0,0,0,0.97,1.08
S02A,안산 말부흥,서해,2016,5,16-May,37.20884,126.61472,7,1,1,1,2,1,22,1,1,1,1,1,29,1.5,1,1,1,1.4,1,1.35,1,1,1,1,1,2.25,0.85,0,0,0,0.3,0,1.34,0,0,0,0,0,1.46,0.18,0,0,0,0.15,0,0.13,0,0,0,0,0,0.35
S02A,안산 말부흥,서해,2016,6,16-Jun,37.20884,126.61472,7,1,5,2,2,2,8,1,1,1,1,1,21,1.1,1,1.01,1.4,1.2,1.01,1.03,1,1,1,1,1,1.75,0.85,0,0.7,0.3,0.3,0.3,0.9,0,0,0,0,0,1.32,0.04,0,0,0.15,0.08,0,0.01,0,0,0,0,0,0.24
S02A,안산 말부흥,서해,2017,1,17-Jan,37.20884,126.61472,4,1,1,1,1,2,15,1,1,1,1,2,20,1.05,1,1,1,1,1.05,1.15,1,1,1,1,1.19,1.44,0.6,0,0,0,0,0.3,1.18,0,0,0,0,0.3,1.3,0.02,0,0,0,0,0.02,0.06,0,0,0,0,0.08,0.16
S02A,안산 말부흥,서해,2017,2,17-Feb,37.20884,126.61472,5,1,1,1,2,1,5,1,1,1,1,2,11,1.01,1,1,1,1.2,1,1.01,1,1,1,1,1.05,1.27,0.7,0,0,0,0.3,0,0.7,0,0,0,0,0.3,1.04,0,0,0,0,0.08,0,0,0,0,0,0,0.02,0.1
S02A,안산 말부흥,서해,2017,3,17-Mar,37.20884,126.61472,16,2,7,1,4,6,31,2,1,1,1,1,62,1.38,1.01,1.01,1,1.48,1.25,1.73,1.07,1,1,1,1,2.93,1.2,0.3,0.85,0,0.6,0.78,1.49,0.3,0,0,0,0,1.79,0.14,0,0,0,0.17,0.1,0.24,0.03,0,0,0,0,0.47
S02A,안산 말부흥,서해,2017,4,17-Apr,37.20884,126.61472,21,3,7,2,1,1,15,1,1,1,1,2,45,2.8,1.04,1.72,2.4,1,1,1.9,1,1,1,1,1.2,6.06,1.32,0.48,0.85,0.3,0,0,1.18,0,0,0,0,0.3,1.65,0.45,0.02,0.24,0.38,0,0,0.28,0,0,0,0,0.08,0.78
S02A,안산 말부흥,서해,2017,5,17-May,37.20884,126.61472,22,1,6,1,3,1,18,1,1,1,1,1,46,1.94,1,13,1,1.29,1,1.41,1,1,1,1,1,14.64,1.34,0,0.78,0,0.48,0,1.26,0,0,0,0,0,1.66,0.29,0,1.11,0,0.11,0,0.15,0,0,0,0,0,1.17
S02A,안산 말부흥,서해,2017,6,17-Jun,37.20884,126.61472,18,2,6,1,4,3,18,1,1,1,1,4,49,1.89,1.01,1.43,1,3.1,1.9,1.45,1,1,1,1,1.1,5.88,1.26,0.3,0.78,0,0.6,0.48,1.26,0,0,0,0,0.6,1.69,0.28,0,0.16,0,0.49,0.28,0.16,0,0,0,0,0.04,0.77
S03A,태안 백리포,서해,2008,2,08-Feb,36.81289,126.15518,38,2,31,13,1,29,17,1,1,5,1,1,129,7,1.1,1.5,3,1,2.5,1.2,1,1,1.5,1,1,11.8,1.58,0.3,1.49,1.11,0,1.46,1.23,0,0,0.7,0,0,2.11,0.85,0.04,0.18,0.48,0,0.4,0.08,0,0,0.18,0,0,1.07
S03A,태안 백리포,서해,2008,3,08-Mar,36.81289,126.15518,540,1,153,5,3,4,48,1,9,5,3,5,766,81,1,7,5.5,1.1,1.1,1.8,1,1.1,1.1,1.05,1.1,92.85,2.73,0,2.18,0.7,0.48,0.6,1.68,0,0.95,0.7,0.48,0.7,2.88,1.91,0,0.85,0.74,0.04,0.04,0.26,0,0.04,0.04,0.02,0.04,1.97
S03A,태안 백리포,서해,2008,4,08-Apr,36.81289,126.15518,84,8,8,7,2,10,14,4,1,2,1,1,131,2.85,1.425,1.07,2.73,1.05,2,1.17,1.03,1,1.001,1,1,6.326,1.92,0.9,0.9,0.85,0.3,1,1.15,0.6,0,0.3,0,0,2.12,0.45,0.15,0.03,0.44,0.02,0.3,0.07,0.01,0,0,0,0,0.8
S03A,태안 백리포,서해,2008,5,08-May,36.81289,126.15518,93,1,19,5,4,9,24,5,2,5,1,2,159,2.7,1,1.35,1.015,1.205,1.75,1.65,1.16,1.01,1.022,1,1.07,4.932,1.97,0,1.28,0.7,0.6,0.95,1.38,0.7,0.3,0.7,0,0.3,2.2,0.43,0,0.13,0.01,0.08,0.24,0.22,0.06,0,0.01,0,0.03,0.69
S03A,태안 백리포,서해,2008,6,08-Jun,36.81289,126.15518,130,5,20,7,6,33,7,2,1,7,1,1,209,8,1.2,1.5,2.5,2.03,10.5,2.06,1.07,1,1.05,1,1,21.91,2.11,0.7,1.3,0.85,0.78,1.52,0.85,0.3,0,0.85,0,0,2.32,0.9,0.08,0.18,0.4,0.31,1.02,0.31,0.03,0,0.02,0,0,1.34
S03A,태안 백리포,서해,2009,1,09-Jan,36.81289,126.15518,292,6,167,53,33,21,22,4,1,15,103,2,708,179.2,1.3,22,81,9.4,2.8,8,2.2,1,1.1,88.9,9,394.9,2.47,0.78,2.22,1.72,1.52,1.32,1.34,0.6,0,1.18,2.01,0.3,2.85,2.25,0.11,1.34,1.91,0.97,0.45,0.9,0.34,0,0.04,1.95,0.95,2.6
S03A,태안 백리포,서해,2009,2,09-Feb,36.81289,126.15518,252,3,8,9,5,5,9,3,6,16,8,6,319,31,1,84,6,1,2,2,1,1,1,1.1,1.9,122,2.4,0.48,0.9,0.95,0.7,0.7,0.95,0.48,0.78,1.2,0.9,0.78,2.5,1.49,0,1.92,0.78,0,0.3,0.3,0,0,0,0.04,0.28,2.09
S03A,태안 백리포,서해,2009,3,09-Mar,36.81289,126.15518,164,1,16,11,7,8,5,8,1,8,5,3,226,8,1,5,8,1.5,1.3,1.7,1.3,1,1,1.8,1.2,21.8,2.21,0,1.2,1.04,0.85,0.9,0.7,0.9,0,0.9,0.7,0.48,2.35,0.9,0,0.7,0.9,0.18,0.11,0.23,0.11,0,0,0.26,0.08,1.34
S03A,태안 백리포,서해,2009,4,09-Apr,36.81289,126.15518,65,2,7,1,5,26,11,2,2,26,1,11,148,6,1,1.5,1,2,1.8,2,1.1,1,1.5,1,1.5,10.4,1.81,0.3,0.85,0,0.7,1.41,1.04,0.3,0.3,1.41,0,1.04,2.17,0.78,0,0.18,0,0.3,0.26,0.3,0.04,0,0.18,0,0.18,1.02
S03A,태안 백리포,서해,2009,5,09-May,36.81289,126.15518,126,3,23,10,5,11,3,2,2,19,4,7,204,33,1,1.7,4,1.3,1.7,1,1,1,1.1,1.1,1.8,38.7,2.1,0.48,1.36,1,0.7,1.04,0.48,0.3,0.3,1.28,0.6,0.85,2.31,1.52,0,0.23,0.6,0.11,0.23,0,0,0,0.04,0.04,0.26,1.59
S03A,태안 백리포,서해,2009,6,09-Jun,36.81289,126.15518,328,3,24,14,4,3,21,2,1,7,2,1,399,9.3,1,3,3,1.6,2.4,4,1,1,1,1,1,18.3,2.52,0.48,1.38,1.15,0.6,0.48,1.32,0.3,0,0.85,0.3,0,2.6,0.97,0,0.48,0.48,0.2,0.38,0.6,0,0,0,0,0,1.26
S03A,태안 백리포,서해,2010,1,10-Jan,36.81289,126.15518,129,2,7,2,7,7,11,1,1,7,1,1,165,15,1.1,11,4,1.5,2.5,2.2,1,1,1.2,1,1,31.5,2.11,0.3,0.85,0.3,0.85,0.85,1.04,0,0,0.85,0,0,2.22,1.18,0.04,1.04,0.6,0.18,0.4,0.34,0,0,0.08,0,0,1.5
S03A,태안 백리포,서해,2010,2,10-Feb,36.81289,126.15518,148,2,4,12,3,3,1,2,1,7,12,9,193,38,1.05,1.5,41,1.5,1.1,1,1.05,1,1.1,6,1.5,84.8,2.17,0.3,0.6,1.08,0.48,0.48,0,0.3,0,0.85,1.08,0.95,2.29,1.58,0.02,0.18,1.61,0.18,0.04,0,0.02,0,0.04,0.78,0.18,1.93
S03A,태안 백리포,서해,2010,3,10-Mar,36.81289,126.15518,85,1,1,7,5,4,1,1,3,5,1,3,106,10,1,1,5,3,2.8,1,1,1.01,1.03,1,15,31.84,1.93,0,0,0.85,0.7,0.6,0,0,0.48,0.7,0,0.48,2.03,1,0,0,0.7,0.48,0.45,0,0,0,0.01,0,1.18,1.5
S03A,태안 백리포,서해,2010,4,10-Apr,36.81289,126.15518,70,1,15,9,4,5,8,1,1,7,4,2,116,4.1,1,2.3,5.5,1.1,1.2,1.3,1,1,1.06,1.17,1.5,11.23,1.85,0,1.18,0.95,0.6,0.7,0.9,0,0,0.85,0.6,0.3,2.06,0.61,0,0.36,0.74,0.04,0.08,0.11,0,0,0.03,0.07,0.18,1.05
S03A,태안 백리포,서해,2010,5,10-May,36.81289,126.15518,104,2,15,4,6,6,10,2,4,4,3,1,150,3.2,1.005,1.05,11,1.4,1.5,1.1,1.8,1.05,1.02,1,1,15.125,2.02,0.3,1.18,0.6,0.78,0.78,1,0.3,0.6,0.6,0.48,0,2.18,0.51,0,0.02,1.04,0.15,0.18,0.04,0.26,0.02,0.01,0,0,1.18
